,text,category
270,அந்த அக்கா மனித கடவுள்,Non-anti-LGBT+ content
271,Kaviya Kalaivani  பார்த்து இருப்பாங்க,Non-anti-LGBT+ content
272,எல்லாம் நல்ல தான் இருக்கு என்ன தமிழ் தான் வரல,Non-anti-LGBT+ content
273,ஆட்டுக்கல் உரல் வச்சு தான் ஆட்ட முடியும்  ஆட்டுக்கல் மேல இன்னொரு ஆட்டுக்கல் வைக்க முடியாது அப்படியே வச்சு அரைக்கவே முடியாது அதுபோல தான் போங்கடா மெண்டல்  புண்டைகளா                      ,Homophobia
274,நல்ல கருத்து உலகத்துக்கு ஆனால் நீங்க செஞ்சது நடிப்புனு தெரிஞ்சா அந்த திருநங்கையின் மனம் எவ்ளோ காயப்படும் தெரியுமா உங்களுக்கு,Non-anti-LGBT+ content
275,அக்க வணக்கம் உங்கல் அதவு எனக்குவேன்டும்,Non-anti-LGBT+ content
276, இன்னும் உங்கள் இறைவன் உங்களுக்காகப் படைத்துள்ள உங்கள் மனைவிமார்களை விட்டு விடுகிறீர்கள் இல்லை நீங்கள் வரம்பு கடந்த சமூகத்தாராக இருக்கின்றீர்கள் அல்குர்ஆன்  26166                      ,Homophobia
277,0312 முதல்ல உனக்கு பகுத்தறிவு இருக்கா முட்டாளே,Non-anti-LGBT+ content
278,சமுதாயத்தால் அவர்கள் புறக்கணிக்கப்படும் போது இயலாமையின் வெளிப்பாடாகவே வேறுவழியின்றி இவ்வாறு  நடந்துகொள்கிறார்கள்,Non-anti-LGBT+ content
279,மிறுகங்கள் கூட ஆணும் ஆணும் பெண்ணும் பெண்ணும்ஊடல் கொள்வதில்லை ஓரிணச்சேர்கையாள் ஒரு குடும்ப பாரம்பரியத்தை உருவாக்க முடியாது                      ,Homophobia
280,நண்பா உண்மையிலே பிராங்லே உங்க சேனல் பிராங்க் வரே வரே செம்மையா இருக்கு நல்ல கருத்துக்கள் வருது நண்பா அருமை  நீங்கே,Non-anti-LGBT+ content
281,உடல் இச்சைகளுக்காகவே வாழும் ஈனபிறவியாக மனிதகுலம் மாறி வருகிறது,Homophobia
282,மிக மிக மோசமான செயல் இதுஆண் பெண் இருவர் தான் அன்னை தந்தைஇது இறைவன் மனிதன்  தந்தது  இறைவன் ஆதாம் ஏவாள் இவர்கள் வழி தான்  ஓர் பால் சேர்தல் மிக தவறுசமூகம் மற்றும் சமுதாயம் சீர்கெட்டதாகிவிடும்,Homophobia
283,ரொம்ப தெளிவான பேச்சு,Non-anti-LGBT+ content
284,திரு நங்கை அழகு மங்கை,Non-anti-LGBT+ content
285,Judge அறிஞ்சி புரிஞ்சி judgement சொன்னாரோ இல்லையோ ஒன்னு மட்டும் தெளிவா தெரியுது இந்தியாவில்    ஜனத்தொகை குறையும்                       ,Homophobia
286,சாமி சாமி சாமியா யாரு அவனா நீதான் அக்கா சாமி வாழ்க வளமுடன்,Non-anti-LGBT+ content
287,நாசமாய் போன அரசியல்வாதிகள் தங்கள் அதிகாரத்தின் மூலம்  அரசு ஊழியர்களாக வேலைவாய்ப்பு பெற்று கொடுத்தால்தான் என்ன,Non-anti-LGBT+ content
288,திருநங்கைகள் நடமாடும் தெய்வம்,Non-anti-LGBT+ content
289,1023  அங்க வர ஈ யை பத்தி ஒரு விடியோ போடுங்கஜி,Non-anti-LGBT+ content
290,Ayy Ar  அன்பான என் இதயத்திற்கு அழகான காலை வணக்கம்have a nine daygood morning Dear                      ,Non-anti-LGBT+ content
291,சூப்பர் சூப்பர் சகோ,Non-anti-LGBT+ content
292,இதுங்கள அராஜகம் குறையணுமுனா ஓவருவர்தரும் கத்திய வச்சி சொருகினாத்தன் இந்த சனியங்களுக்கு பயம் வரும் பாவம் பாத்து விடுறது தப்பு,Transphobia
293,Aravinthakrishnan எதார்த்தமா உண்மை கருத்து தான் இல்லை என்று சொல்ல வில்லை ஆனால் இதன் பெருக்கத்தின் தாக்கத்தை எண்ணினால் தலைமுறை அழியும் வாய்ப்பு உள்ளது   தலைமுறையை உருவாக்குவது கடமை இல்லை தான் என் போன்ற ஆட்களுக்கு இயற்க்கை உணர்வதின் மூலம் மோட்சம் அடைவதை விட தலைமுறை முக்கியம் இல்லை அதேபோல் தலைமுறை அழிவிற்கு காரணம் எது என்று பார்க்கும் போது ஓரினை சேர்க்கை மிகுதியாக இருந்தால் அது வேதனைக்குரியது தான்  இன்று தனிமனித உரிமை மற்றும் பெண்ணியம் போன்ற உரிமை கோருதல் மூலம் ஒரு ஆணோ அல்லது பெண்ணோ ஒருவரை விட தான்தான் உரிமை மிக்கவன் என்று தனக்கு முக்கியத்துவம் தந்ததால் பல பிரச்சைனைகள் உருவாக்கிக்கொண்டுள்ளது இன்று தனி மனித உரிமைக்கு குரல் தரும் பலர் மனிதத்திற்கு முக்கியத்துவம் தந்தாள் ஆணோ பெண்ணோ மிருகமா திருநங்கையோ ஓரினச்சேர்க்கையாளர்களோ சமுதாயத்தில் மதிப்பிழக்க வேண்டிய அவசியம் இருந்திருக்காது                      ,Homophobia
294,திருநங்கையே கேவலம் இதுல அவங்க வேஷம் போட்டாம்னா அது எவ்ளோ பெரிய கேவலம்,Non-anti-LGBT+ content
295,சகோதரா இந்த நடிப்பு வேற லெவல் அந்த அக்காவின் அன்பு அதைவிட அதிகமாக இருக்கின்றது ஆனந்தக் கண்ணீர் வருகின்றது எனக்கு ,Non-anti-LGBT+ content
296,இந்த விட்டோட மாப்பிளை கான்செப்ட் என்ன னா அப்பா அம்மா வ பார்த்துக்க ஓரு ஆள் வேணும் அவோலோ தான் ஓரு பையன் அவங்க வீட்ல இருந்தா எவனும் விட்டோட மாப்பிள்ளையை தேட மாட்டானுங்க ,Non-anti-LGBT+ content
297,சிவனின் அவதாரங்கள் உதவும் உள்ளங்கள் படைத்தவர்கள்  உங்களுக்கு நன்றிகள் சகோதரர்களே                      ,Non-anti-LGBT+ content
298,100 உண்மை மனித ஓரினசேர்க்கை  அரகர்களுக்கு சரியான செருப்படி கொடுத்தீர்கள்இவர்கள் வாழ தகுதியற்றவர்கள்இந்த மானகெட்ட பொழப்புக்கு தூக்கு போட்டு தொங்க வேண்டும்,Homophobia
299,தூ தூ தூ தூ தூ தூ,Non-anti-LGBT+ content
300,அருமை  டா தம்பி,Non-anti-LGBT+ content
301,விபச்சாரத்தை விட கொடியது ஓரின gay lesbian சேர்க்கை,Homophobia
302,மிக்க நன்றி தோழரே ,Non-anti-LGBT+ content
303,மாலினி நீ எத்தனை பேரோட ஓரினச்சேர்க்கை செய்கிறாய்,Homophobia
304,Pavi Zone  தெரியும் சும்மா சொல்லி பாத்தேன்,Non-anti-LGBT+ content
305,ஓ தமிழ் மற்றும் அனைத்து மனித காஃபிர்கள் மக்கள் நரகத்திற்குத் தயாராக இருங்கள்  யார் மற்றும் அனைவரும் விசுவாசமற்ற மற்றும் சட்டங்களைச் செய்கிறார்கள் அந்த மனிதர்கள் என்றென்றும் நரகத்திற்கு எரிபொருள்  அல்லாஹ் இந்த வகையான பழக்கங்களை நரகத்திலிருந்து காப்பாற்றுவான்,Homophobia
306,நாட்டில் என்னெல்லாம் பிரச்சினை நடக்கிறது அதை தீர்ப்பு சொல்ல தெரியவில்லை,Non-anti-LGBT+ content
307,நாசமா அழிந்து போவதற்கான உச்சக்கட்ட வழி தேவன் அருவருக்கும் மிகப்பெரிய பாவம் இப்படி தான் சோதோம் கொமோரா ல ஓரினசேர்க்கை செய்து மிதந்து கிட்டு இருந்தாங்க தேவன் அந்த நகரத்த மண்ணோட மண்ணாக்கினார் மறுபடியும் கொரோனா மாதிரி முடிவு  வராம இருக்க அதை சட்டம் பூர்வமாக தவறு னு சொல்லனும் சோதோம் கொமோரா அழிந்ததற்க்கான ஆதாரங்கள் பூமியில் இருக்கிறது,Homophobia
308,section377  ஓரினச்சேர்க்கை நல்லதா கெட்டதா மக்கள் கருத்து  Homosexuality peoples opinion,Non-anti-LGBT+ content
309,ஒரு பால் ஈர்ப்புக்கு காரணம் 3333 குரோமேசம்  3333 ஹார்மோன்   3333 சந்தர்ப்ப சூழ்நிலையால் உளவியல் பாதிப்பு மற்றும்  இந்து இதிகாசங்களிலும் சொல்லப்பட்ட ஒன்று உதாரணம் தமிழ்நாட்டின் கூவாகம் மற்றும் மாகரஸ்டிரா மத்தியபிரதேசத்தின் அஐந்தாஎல்லோரா சிற்பங்கள்                      ,Non-anti-LGBT+ content
310,எல்லாரையும் இறைவன்  தான் படைத்தான்,Non-anti-LGBT+ content
311,  தரமான prank,Non-anti-LGBT+ content
312,அய்யா உங்கள் தாய் மொழி இன்னும் மழலை மொழியாகவே உள்ளதே,Non-anti-LGBT+ content
313,அந்த திருநங்கை அம்மாவை வணங்குகிறேன்,Non-anti-LGBT+ content
314,கொப்பனும்ஆத்தாலும் சேராம போனா நீயும்தான் போறக்க முடியுமாஇல்ல இப்டி வந்து நக்கீரன்ல பேட்டிதான் கொடுக்க முடியுமா,Homophobia
315,கட்டுப்பாட்டுக்கும் சுதந்திரத்துக்கும் வித்யாசம் தெரியாத இவள் எந்த அசிங்கத்தின் மிச்சம் or எச்சம்                      ,Non-anti-LGBT+ content
316,அய்யா உங்கள் தாய் மொழி இன்னும் மழலை மொழியாகவே உள்ளதே,Non-anti-LGBT+ content
317,என்னமாய் டக்ஸ் போடுறது ரே தெரியல,Non-anti-LGBT+ content
318,உயிர் உணர்ச்சி ,Non-anti-LGBT+ content
319,இந்த தேவுடியா பசங்கள மொத்தமா தெருநாய் மாதிரி சுட்டு தள்ளனும்,Transphobia
320,ரயில்வே போலீஸ் தயவுசெய்து பயணிகளுக்கு பாதுகாப்பு கொடுக்க வேண்டும்,Non-anti-LGBT+ content
321,இது பிராங்க் illa  உங்களோட short film,Non-anti-LGBT+ content
322,வாழ்க்கை நல்லதாசக அமைய இறைவனை வேன்டி கொள்ளுங்கள் நல்லதே நடக்கும்,Non-anti-LGBT+ content
323,பாலியல் என்றால்  இனைப் பெருக்கம்,Homophobia
324,மனிதர்களில் ஆண் பெண் என்று இரண்டு வர்க்கங்களே தவிர திருநங்கை என்று ஒரு வர்க்கம் இல்லை பிறப்பின்போது சில குழந்தைகளை ஆணா இல்லைது பெண்ணா என்று தீர்மானிப்பது கஷ்டமாக இருக்கும் இந்தக் குழந்தைகளை Karyotype  DNA சோதனை மூலம் குழந்தை ஆணா இல்லைது பெண்ணா என்று தீர்மானிக்க முடியும் இதை விட்டு விட்டு இவர்களைப் பெண் குழந்தைகளாக வளர்க்கின்றார்கள் பருவ வயது வந்ததும் ஆண்களுக்கான ஓமோன்கள் சுரக்கப்ப்படும்போது ஆண் உறுப்புக்கள் வளர்ந்து ஆணாக மாறுவதால்தான் திருநங்கை  உருவாகின்றனர்இவர்களின் நிலை மிகவும் பரிதாபமானது பெண்ணாக வளர்க்கப்பட்டவர்கள் ஆனால் உறுப்பும் குரலும் ஆண் போன்றவை நம்முடைய பிழையால் அவர்கள் பாதிக்கப்படுகின்றார்கள் அவர்களுக்குத் தொழில் வாய்ப்பு இல்லை சமுதாயத்தில் உரிய இடம் இல்லை இனிமேலாவது திருநங்கை  உண்டாகாமல் தடுக்க வேண்டும் By DrMohamed Najimudeen,Transphobia
325,Vijay Kumar   அரவாணிய பத்தி நான் ஏன்டாநினனக்கப் போறேன் நான் ஆம்பள பொம்பல பின்னாடி போவேன்,Transphobia
326,வருண் அம்மா மட்டும் இல்ல இங்கு பலர் பயப்படுவது இந்த இந்த சமுதாயத்திற்காக தானே தவிர அவர்காகளை ஏற்று கொள்ள கூடாது என்ற மனநிலை இல்லை ஆனால் அவர்கள் சமூகத்தை துக்கி எரிந்து வாழ முன்வர வேண்டும் அப்படி நடந்தால் என் வாழ்வும் நன்றாக இருக்கும்,Non-anti-LGBT+ content
327,சமூகத்தின் ஆளுமை வளர்ச்சிக்கு ஒளிப்பதிவு சான்று பகரும் நன்றி,Non-anti-LGBT+ content
328,கலாச்சாரத்திற்குள்ளே மனிதனை கட்டி போட நினைக்கும் இந்ந சமூகம் மற்றவர்களின் உணர்வுகளை மதிக்காது I support LGBT,Non-anti-LGBT+ content
329,நிங்கள் நிடொடி வாழவேண்டும்,Non-anti-LGBT+ content
330,உங்களுக்கு எத்தனை வயசு இருக்கும் போது பெண்கள் மீது ஈர்ப்பு வந்துச்சு,Non-anti-LGBT+ content
331,கோவையில் திருநங்கைளே அதிகம் அதில் திருநங்கை வேடமிட்டு மிரட்டி பிச்சை எடுப்பவர்கள் அதிகம்,Transphobia
332,மரண மனவேதனையான வாழ்க்கை கண்டிப்பாக திருநங்கைகளுக்கு அரசங்கவேலைவாய்ப்பு கொடுக்கணும் சாதாரண ஊனமுற்றோர் பிரிவு போலாவது நம் அரசாங்கம் கொடுக்கணும்,Non-anti-LGBT+ content
333,இவர்கள்  திருநங்கை அல்ல தாரக மங்கை,Non-anti-LGBT+ content
334,சாதாரணமா பேசலாம் எதற்காக  over acting,Non-anti-LGBT+ content
335,Siva Siva  உங்கள் நம்பர் ,Non-anti-LGBT+ content
336,சிறந்த முயற்சி இதே கிராமப்புறங்களில் இருக்கக்கூடிய பெற்றோர்கள் இதனை எவ்விதம் எடுத்துக்கொள்வர் புரிந்துக்கொள்வர் என்ற வினா என்னுள் எழுந்தது                      ,Non-anti-LGBT+ content
337,யார் கேட்ட இந்த சட்டத்தை யாருக்காக                      ,Non-anti-LGBT+ content
338,Srithar Sri  தம்பி அவுங்கமேல தவறில்லை இது உடலில் ஏற்ப்படும் ஹார்மோன் கோளாரு,Non-anti-LGBT+ content
339,இயற்கையின் ஒட்டு மொத்த குத்தகைதாரரா நீங்கள் அரை வேக்காடு பசங்களா,Non-anti-LGBT+ content
340, இந்த சட்டம் இல்லை என்றாலும்  தண்டனைக்குறிய குற்றம் என்றாலும் இதை நம்மால் கட்டுபடுத்தமுடியாது இல்லைவா,Non-anti-LGBT+ content
341,உங்கள் எண்ணங்கள் இறைவன் தீர்த்து வைப்பார்,Non-anti-LGBT+ content
342,koushik raja  ஓரினச்சேர்க்கை யூத கைக்கூலிகளின் சதி இயற்கையில் அது உண்டு தான் அப்படிப்பார்த்தால் கொலை உணர்ச்சி கற்பழிப்பு உணர்ச்சி கூட இயற்கையில் உண்டு அதையெல்லாம் இயற்கையின் அங்கம் என்று சொல்லிக்கொண்டு நடமுறைப்படுத்தினால் அழிவில் தான் முடியும் அதனால் தான் ஓரினச்சேர்க்கையை தவிர்க்வேண்டும் ஏன் காதலை கூட தவிர்க்க வேண்டிய நிலைக்கு தற்கால மனித சமுதாயம் தள்ளப்பட்டுள்ளது                      ,Homophobia
343,அருமை விளக்கம் இது தனி மனிதனின் விருப்பம் மட்டுமே வாழ்வது நம் மனதுக்கு பிடித்த யாரா இருந்தாலென்ன                      ,Non-anti-LGBT+ content
344,ஒருசில பேர் பண்ற நாளஎல்லாத்தையும் கேவலமாபேசாதவாய்அழுகிவிடும்,Non-anti-LGBT+ content
345,நானும் தமிழ்ழ தான் சொல்றேன் துணை ஒருவரின் தனிப்பட்ட உரிமை மொழி வெறும் மொழியா பாரு சகோ,Non-anti-LGBT+ content
346,போதி தர்மரை பற்றி ஒரு  video  mg anna,Non-anti-LGBT+ content
347,தமிழர்களின் நோக்கு வர்மம் கலையை பற்றி வீடியோ பன்னுங்க மதன்,Non-anti-LGBT+ content
348,நான் என்னைக்குமே ஏன் கண்ணு முன்னாடி வாழுற மனிதர்களைத்தான் நேசிப்பேன் அந்த மனிதனோட ஒரு உணர்வை ஒரு நோய்னு சொல்றது ஏத்துக்க முடியாது அப்டி மருத்துவர் பரிசோதனை செஞ்சி சரி அகலன்னா அவங்கள கொன்னுடலாமா அந்த கொலைதான் இங்க நடந்துகிட்டு இருக்கு ஓரின சேர்க்கையாளர்கள் கொலை நம்ம தமிழ் நாட்டுல எத்தன நடந்துருக்கு தெரியமாஆணவ கொலை மாதிரி இதுவும் வெளியில தெரியல நீங்க சொல்ற மாதிரி கடவுள் இருந்தார்ன்னா ஒரு சாதி மட்டும் இங்க சாக்கடை அள்ள  மாட்டாங்கஒரு சாதி மட்டும் இங்க ஒடுக்க பட மாட்டங்கஇவங்களும் சாதி வாரியா ஒடுக்க  படுற மக்களும் ஒண்ணுதான் நான் ஏற்கனவே சொன்னா மாதிரி நானும் இவங்கள கிண்டல் பண்ண ஒரு ஆளுதான் இப்போ என்ன நான் மாத்திக்கிட்டேன்,Non-anti-LGBT+ content
349,இப்படி பேசினால் யாருக்குதான் கோபம் வராது அப்புறம் அடித்துவிட்டான் என்று போலீஸில் கம்ளைன்ட் பன்னுவாங்க அப்பாவிகளை போலீஸ் கேஸ் போட்டு அடிப்பானுங்க இளிச்ச வாயன் அப்பாவிதான் கிடைத்தார்கள் இந்த போலீஸ் கூமுட்டை களுக்கு,Non-anti-LGBT+ content
350,இந்தஅசிங்கமான பிரச்சணைய ஏன் வெளியில பேசிரீங்ககேவலமாக இருக்கு,Homophobia
351,இந்த கேவலத்தை பேட்டி எடுக்குற கருமம்டா இந்த அசிங்கத்தை இங்கிலிஸ்ல வேர பேசுனா மேதாவின்னு நெனப்புசீக்கிரம் நீங்களாவே சேர்ந்து அழிஞ்சு போங்க,Homophobia
352,ஆண்டவனின் படைப்பு நீங்களும் மனிதகுலங்கள்தான் உங்களை மதித்து நடக்கவேண்டும் நீங்கள் கூறுவதுதான் உண்மை                      ,Non-anti-LGBT+ content
353,ID name ம் உன்னோட  பேச்சுக்கும் சம்மந்தமே இல்ல,Non-anti-LGBT+ content
354,நல்ல திருநங்கைகளும் உள்ளனர்,Non-anti-LGBT+ content
355,இப்படி ஒருத்தங்கள ஏமாத்தாதீங்க பாஅவங்க இறைவன் யாதான் ரோட்டுல ஆடுறது நாலுபேர் பாத்துசிரிப்பாங்கன்னு யோசிக்காம அந்த பையனோட ஆசைய நிறைவேத்துனாங்க பாருய்யாஅவங்கதான் தெய்வம்,Non-anti-LGBT+ content
356,P Kannan  தோழர் நீங்கள் சொல்வது சரி ஆனால் தற்பாலிண ஈர்ப்பு என்பது இயற்கையே மனிதர்களின் உணர்வுகளை மதிப்பதே மனிதம் தோழர் ,Non-anti-LGBT+ content
357,பேச வேண்டிய பதிவு அவர்கள் படுகைஅறை பார்க்கவேண்டிய அவசியம் இல்லை ஆனால் ஏன் அவர்கள் அங்கிகாரம் கேட்கிறார்கள் அவர்கள் அரவாணிகள் இல்லையே,Non-anti-LGBT+ content
358,இந்த மாதிரி நாய்களை சுட்டு கொள்ளவேண்டும்,Homophobia
359,இயற்கைக்கு எதிராக எது செய்தாலும் விளைவு கடுமையாக இருக்கும்,Homophobia
360,கடைசி வர அந்த சகோதரி அவர விட்டு போகல லவ்லி அக்கா,Non-anti-LGBT+ content
361,கூலி  வேலை  செய்ய  யாராவது  தடை செய்கிறார்களா,Non-anti-LGBT+ content
362,இந்திய ஒன்றியம் ல பல நூற்றாண்டுகளுக்கு முன்பே இருந்த விஷயம் ஆழ்வார்கள் ல ஒருத்தர் இத பத்தி பாடல் எழுதி இருக்கார் கோவில் சிற்பங்கள் ல இருக்கு வெள்ளையர்கள் தான் இத எதிராக பார்த்தாங்க அதுக்கு அப்புறம் அவங்களே ஏத்துக்கிட்டாங்கநாம இப்ப தான் அங்கிகாரம் குடுத்து இருக்கோம் இதையும் இந்த பைத்தியங்க எதிர்க்குதுங்க                      ,Non-anti-LGBT+ content
363,  ஓ அப்படியாஆனாலும் நீ gents,Non-anti-LGBT+ content
364,எல்லா ரயிலிலும் இந்த உதவாக்கரைகளின் அட்டகாசம் தாங்கமுடியலரயில்வே காவல் துறை நினைத்தால் ஒழித்துவிட முடியாதா,Transphobia
365,பெண்மை புதுமை முதுமை தாய்மை அவன் அல்ல அவள்தான்,Non-anti-LGBT+ content
366,Bro நீங்க சேலம் ஆ,Non-anti-LGBT+ content
367,நீ அரிசி தான் சாப்பிட வேன்டும் உனக்கு அரிசி சாப்பிட பிடிக்களைன்னா பட்டினி கிடந்து தான் சாக வேன்டும் என்பது என்னடா நியாயம் நான்கு வயது குழந்தையை அவர்கள் கற்பழித்து கொல்ல வில்லை இரண்டு ஆண்கள்  இல்லைது இரண்டு பெண்கள் ஒருவரை ஒருவர் விரும்பிக்கொன்டு தங்களுக்குள் இனைவதால் உங்களுக்கு என்டா எறியுது தேவடியா பயலுகளா,Non-anti-LGBT+ content
368,திருநங்கைகள் தவறாக நடந்தால் காவல் துறையினஇடம் புகார் அளிக்கலாம்,Non-anti-LGBT+ content
369,சுதந்திரம் என்ற பெயரில் கலாச்சார சீர்கேடு இது எங்கே போய் முடியும்,Non-anti-LGBT+ content
370,இவளுக அட்டகாசம் தாங்க முடியல,Non-anti-LGBT+ content
371,ரொம்ப நல்லா அக்கா மா ,Non-anti-LGBT+ content
372,Anchoring பண்றவங்க ல புடிச்சி உதைக்கணும் வந்துட்டா பெருசா ஒரு Mike தூக்கிட்டு Government approved கொடுத்து பிடிச்சவங்க பண்றாங்க உனக்கும் எனக்கும் என்ன இருக்கு இதுல                       ,Non-anti-LGBT+ content
373,திருநங்கை  தெய்வமா நினைக்காதீர்,Non-anti-LGBT+ content
374,அந்த சகோதரி  அம்மா,Non-anti-LGBT+ content
375,இனி அடுத்தது அனிமெல் செக்ஸ்க்கு  அனுமதி கிடைக்கும்டா ஆம்பளைய சுவைத்து போரடித்தால் நாய் மாடு என பல ஐட்டங்கள் இருக்குது என்சாய் பன்னுங்கடாடி,Homophobia
376,முக பாவனை அருமை நண்பா படத்தில் நடிக்க வாழ்த்துக்கள் ,Non-anti-LGBT+ content
377,யப்பா என்ன ஒரு அழகு தமிழ்,Non-anti-LGBT+ content
378,எந்த ஊருடா இது நம்ம தமிழ்நாடா இது,Non-anti-LGBT+ content
379,உன் உரிமையில் யாரும் தலையிடவில்லைகட்டுப்பாடு வேண்டுமென்கிறது இனம் மற்றும் நாட்டுக்கலாச்சாரம் பாலியல் வேண்டுமென்று தாய்யுடன் மகனும் மகளுடன் தகப்பனும் உறவுவைத்துக்கொள்ள முடியுமாஇயற்க்கை உன் இச்சைக்கு துணை ஒன்றை கொடுத்துள்ளது அதை கடைப்பிடித்து வாழ்வது சுய சிந்தனை உள்ளவனின் வாழ்வுஉன் சிந்தனை பிரேக்யில்லா வாகணம் மாதிரி பிரேக் என்பது தான் கட்டுப்பாடு,Homophobia
380,எல்லாரும் திரு நங்கை களை மட்டும் குறை சொல்கிறோம் யார் இவர்கள் இந்த நிலமைக்கு காரணம் நாங்கள் நம் சமுதாயம்  தான்  அவர்கள் வாழ்வை பற்றி என்ன தெரியும் நமக்கு தயவு  செய்து  நான் வித்யா பேசுகிறேன் என்ற புத்தகம் வாங்கி படியுங்கள் ஒரு வேலை உணவுக்கு அவர்கள்  அம்மா அப்பா ஆதரவு தந்து இருந்தால் அவர்கள் விற்கும் பொருளை நாங்கள் வாங்கி இருந்தால் கண்டிப்பாக இந்த நிலமை அவர்களுக்கு வந்து இருக்காது இவ்வளவு பேசும் நீங்கள் அவர்களிடம் தன்மையாக பேசி இருந்தால் இப்படி இருக்க மாட்டார்கள் அன்பு காட்ட அவர்களும் மனித பிறவி தான் நமத்துநிராகரிப்பு தான் அவர்களை மிருகமாக மாற்றுகிறது                      ,Non-anti-LGBT+ content
381,ஒனுக்கூ எல்லாமே தெரியுமோ தெரிந்தால் இப்படி பேச மட்டா,Homophobia
382,அந்த மனசு தான் சார் கடவுள்,Non-anti-LGBT+ content
383,Dai என்னடா solla வரிங்க Story ல ஒரு msg கூட இல்ல,Non-anti-LGBT+ content
384,நானும் gay தான் எங்களோட உணர்வுகளை மிக சரியா கட்டியிருக்கிறாங்க நன்றி ,Non-anti-LGBT+ content
385,எந்த கேள்விக்கும் பதில் சொல்ல வில்லை  அவர் கேட்ட கேள்விக்கு இவளால் பதில் சொல்ல முடியாத காரணத்தால்  திசை திருப்ப கேள்வி கேக்குறா,Non-anti-LGBT+ content
386,அந்த திருநங்கைக்கு என்னுடைய மனமார்ந்த வாழ்த்துக்கள் வாழ்க வளமுடன்,Non-anti-LGBT+ content
387,ஒவ்வொரு commanta படித்து கொண்டு வந்தபோது உன் commant டை பார்த்தவுடன் குபீர் சிரிப்பு வந்தது  எதற்காக என்றால் ஆட்சிக்கு வந்தவுடன்,Non-anti-LGBT+ content
388,அருமையான கதை நானும் ஓரினச்சேர்க்கையை விரும்புகிறேன்காதலித்து காலம் முழுவதும் வாழ வேண்டும்ஆனால் நால்ல துணை வேண்டும்வயது19 காத்திருக்கிறேன் என் என் உறவுக்காக,Non-anti-LGBT+ content
389,Arathi KC  நீங்க என்ன லூசா இல்லை மெண்டல்  மாதிரி நடிக்கிறீங்களாஇறைவன் இந்த உலகத்தில் sex என்பதை கொண்டு வந்தது இனப்பெருக்கதிற்காக மட்டும் தான் கணவனும் மனைவியுமாக சேர்ந்து சந்ததியோடு ஒரு தலைமுறையை உருவாக்க தான்இப்படி ஆணும் ஆணும் பெண்ணும் பெண்ணும் sex வைத்து கொள்வார்கள் என்றால் நீங்க எப்படி இந்த உலகத்திற்கு வந்திருபீங்கஇயற்கைகு மாறாக நடக்குற அறுவறுப்புத் தக்க ஒரு விஷயம்மிருகங்கள் கூட இதை செய்யாதுமிருகங்கள் 5அறிவு ஜீவன் அது இருக்குற புத்திகூட இந்த மனித ஜென்மதிற்கு இல்லை நினைக்கும் போது தான் வருத்தமாக இருக்குஹோமோ sex என்பது உலக அழிவிற்கு வழி வகுக்கும்தாம்பர்தியம் எப்படி இருக்க வேண்டும் தெரியுமாகணவனுக்கும் மனைவிக்கும் நாளு சுவர்ரிற்கு நடுவில் நிகழ வேண்டும்அந்த அளவுக்கு மறைவானதுஇந்த முறை ஹலால்திருமணம் என்பது ஒரு குறிபிட்ட வயதில் நடைபெற வேண்டும்அப்போது தான் ஒரு மனிதனின் உடல் தேவைகாக ஹராமான செயல்களை செய்ய மாட்டார்கள்மன்னிகவும்சுய இன்பம்போன்ற ஹராம்மான செயல்களை செய்ய மாட்டார்கள்இதை தான் இறைவன் விதித்து இருக்கிறான்இயற்கைகு மாறாக எதை நாங்கள் செய்தாலும்அது மனித அழிவிற்கு காரணம் ஆகிவிடும்என்னுடைய சந்ததிக்கு இப்படி நடக்கும் என்று நீங்க சொல்லாதீங்கஅதில் இருந்து முதலில் நீங்க வெளிய வாங்கஅது ஒரு hormone changes அதுக்கு hospital treatment எடுக்கலாம்இறைவன் எல்லோருக்கும் ஒரே மாதிரி தான் குழந்தை கொடுப்பான்கைகால்மூக்கு என்று ஒரே மாதிரி தான் படைப்பான்ஆனால் இப்படி குறை இருந்தால் அவர்கள் முன்னோர்கள் செய்த பாவமாக கூட இருக்கலாம்சரி அதை வடுவோம்ஏன் homeo sex உள்ளவர்கள் கடைசி வரையும் sex இல்லாம வாழ முடியாதஒரு பெண் மீது ஈர்ப்பு இல்லை என்றால் மன இச்சைக்கு அடிமையாகாமல் கட்டுபாடோடு வாழ முடியாதாஇறை அச்சம் உள்வருக்கு கண்டிப்பாக வாழ முடியும்முயற்ச்சி எடுங்கள் இறைவன் துணை இருப்பான்அடுத்த நொடி நிரந்தரம் இல்லா இவ்வுலகம் பாவங்களிருந்து விழகி இருப்போம்இன்ஷா அல்லாஹ்                      ,Homophobia
390,Aranganathan Ak இதில் கடவுள் தப்பு இல்லை அவர் அவர் மனக் கோளாறுகள் மற்றும் சமுதாயம் தான் காறணம்,Homophobia
391,அந்த சகோதரி கேட்ட கேள்வி நச்,Non-anti-LGBT+ content
392,ப்ராங் ஷோ கடைசி நிமிடம் கண்ணீர் வரவழைத்து விட்டது,Non-anti-LGBT+ content
393,அழகா இருக்குங்கே பெயர் சொல்லுங்க,Non-anti-LGBT+ content
