,text,category
822,Avarude hairs hide cheyyan aayirikum,Non-anti-LGBT+ content
823,Shandhi chechiyude hair look Poli ,Non-anti-LGBT+ content
824,സത്യം ഓവർ മേക്കപ്പ് എന്തിനാ,Non-anti-LGBT+ content
825,Ardra Achu എന്നാണാവോ ഇയാൾക്ക് ലോക വിവരം ഉണ്ടായത് ഒരുമിച്ചു ജീവിതം മുന്നോട്ടു പോകട്ടെ ,Non-anti-LGBT+ content
826,കുന്ദൻ  pannu thayolikalea anungaludea vela kaalayanayitt poyi chathavantta andi chapp,Homophobia
827,ഇതുപോലത്തെ കുറെ കുണ്ടന്മാർ ഉണ്ട് എനിക്കും ഉണ്ടായിട്ടുണ്ട് ഒരാൾ അനുഭവം,Homophobia
828,Islamic state epol adth recruitment nadanu A vartha arum kandila Karanam cpm kark ath gunam ela Rashteeryam ariyilengil mindathe eriku,Non-anti-LGBT+ content
829,കുന്ദൻ mare thallan mumbilundavaa,Homophobia
830,vishnu iyer eda 9 കുന്ദൻ oli vaaname ഇതൊക്കെ  abinayam allla Ivanmarഒക്കെ  main കുന്ദൻ  mar aayath kond originality feel cheyth athreyഉള്ളു  Ejjathi oombiya padam thufff,Homophobia
831,എല്ലാ കുണ്ടന്മാരുടെയും അണ്ടി അറുത്തെടുത്തു നാട് കടത്തു,Homophobia
832,Saleel M ഞാൻ ഒരു gay ആണ് Committed ഉം ആണ്,Non-anti-LGBT+ content
833,സിനിമ നന്നായി ചിത്രീകരിച്ചു ഇത്തരത്തിൽ വ്യത്യസ്തമായ പ്രമേയങ്ങൾ കൊണ്ടുവരുന്നത്,Non-anti-LGBT+ content
834,Penkuttikale dhayrthode ketty pidikkm,Non-anti-LGBT+ content
835,9 Seriya mumbayil povumbo ivare vannu kerum enittu ellarde aduth vannu kaikottum kaanumbo thane pedi aavum,Transphobia
836,Midhin Shad another കുണ്ടൻ spotted,Homophobia
837,ഇവർക്ക് ആണായി ജീവിച്ചാൽ pora ഗോഡ് തന്ന pola,Non-anti-LGBT+ content
838,സത്യം സിനിമ തീയേറ്ററിയിൽ പോലും സ്വസ്ഥത തരില്ല മൂത്രം ഒഴിക്കാൻ നിക്കുമ്പോൾ അടുത്ത് നിന്ന് മറ്റുള്ളവരുടെ അണ്ടിയിലേക്കും നോക്കി വെള്ളമിറക്കും നായ്ക്കൾ,Homophobia
839,Mam ningalude roasting videos ellam thanne kure chirippikkarund Oppam thanne orupaad chinthippikkarum und Chilappo nammude ullil thanne ullathum ennal nammal ithevare shredhichittillathathum aaya karyangalavum chilathoke Ee video ile subject athupolathe onnanu I liked it Oro video um oro thirichariv aanu tharunnath,Non-anti-LGBT+ content
840,Nale namuk janiknna kuttikal ingane avadirikkan dua cheyyy,Non-anti-LGBT+ content
841,മാ നിഷാദ യുടെ പിറവിയും ആണും പെണ്ണുമായ ഇണകിളി കളെ പറഞ്ഞു കൊണ്ടാണ് അവിടെ യും ആ ക്രൗഞ്ച പക്ഷികൾ കാമ മോഹിതം  ആയ ആണും പെണ്ണും ആയ ഇണയായിരുന്നു,Non-anti-LGBT+ content
842,അകറ്റിനിർത്തുന്നത് തെറ്റാണു താനും എന്നാൽ അവർ സ്വയം ഈ സമൂഹത്തിന്റെ പൊതുവികാരം ഇവർമ സി ലാക്കാൻ ശ്രമിക്കുന്നില്ല എനിയ്ക്ക എല്ലാ അവകാശങ്ങളും ലഭിയ്ക്കണമെന്നു ശഠിക്കുന്ന പോലെത്തന്നെ അവരുടെ വേഷവിധാനങ്ങൾ സ്ത്രീ സമൂഹത്തെത്തന്നെ അവഹേളിക്കുന്നതാണ് പുരുഷനെ കാമവികാരങ്ങൾക്ക് അടിമയാക്കുന്ന രീതികളും ശരിയാണെന്നു പറയാൻ കഴിയില്ല ഇതിനൊരു മാറ്റം വരുത്തേണ്ടത് വളരെ യാഥാർത്യ മാ ണ് ,Transphobia
843,Nigadeyokke വീടിനടുത്ത് ഇവർ താമസിക്കാൻ വരട്ടെ അപ്പോ അറിയാം ഞാനും ആദ്യ പവമെന്നോക്കയ വിജയിച്ചത്,Non-anti-LGBT+ content
844,ശീതൾ നിങ്ങളോട് ബഹുമാനം ഉണ്ടായിരുന്നു കുറിച്ചു ദിവസങ്ങൾക്കു മുൻപ് വരെനിങ്ങളുടെ കമ്മ്യൂണിറ്റിയോട് തന്നെ ഉള്ള respect കുറഞ്ഞു എന്നതാണ് സത്യം,Transphobia
845,podaa poorimone nimboli കുന്ദൻ  adikkan kundi koduth abinayicha athra valya abinayam aano myre Ivan കുന്ദൻ  aayath kond perfect aayi cheyth athreyഉള്ളു  Padam aanel 5paisakk illlla,Homophobia
846,നന്ദി സഹോദരാ ,Non-anti-LGBT+ content
847,ലോകത്തു ഏത് ജീവിക്കും സസ്യത്തിനും വസ്തുക്കൾക്കും 2 വിഭാഗമേ ഉള്ളു അല്ലെങ്കിൽ രണ്ടു ഇണകളെ ഉള്ളു ട്രാൻസ് ജൻഡർ എന്ന ഒരു വിഭാഗം ഒരു അഭംഗി ആണ് ദൈവം സൃഷ്ടിച്ചപോലെ സ്ത്രീ അല്ലെങ്കിൽ പുരുഷൻ മനുഷ്യ കുലത്തിനും അതാണ് ഭംഗി ,Transphobia
848,Jinu Jinesh ohh Inne kannand angnd theeruminikknno chyya nthylum inglekkl bangi undvumkk,Non-anti-LGBT+ content
849,radhakrishnan krishnan kshamikkuellamsheriyakum,Non-anti-LGBT+ content
850, താൻ കൊള്ളാല്ലോ മാഷേ,Non-anti-LGBT+ content
851,Pinne ivarkku ariyichaal entha,Non-anti-LGBT+ content
852,Kozhikode പടം 100 കോടി അടിക്കും,Non-anti-LGBT+ content
853,Thudangipoyi vindumm madhaavum snehavym kuttiikkuzhakunath,Non-anti-LGBT+ content
854,Dhaksha s pinnentha lesbians nod interest,Non-anti-LGBT+ content
855,Pandu facebookil ellarum rainbow profile pic vachappo  nammude naattil ithrem kundanmaro ennu oral chodichath njan kandarunnu mark sukkerberg dp rainbow akkiyathinu mark kundarberg ennum okke vilikkunna post njan kandu,Non-anti-LGBT+ content
856,Ivan kottamaidanam vitt oru kali illalo,Non-anti-LGBT+ content
857,പക്ഷെ സമൂഹത്തിലെ സദാചാര വാദികളായ പകൽമാന്യന്മാർ ഇവരെ മാനസികമായും ശാരീരികമായും മുറിവേല്പിക്കുന്നു  അവർ ആർക്കും ഒരു ഉപദ്രവുമില്ലാതെ അവരുടെ സ്വവർഗ്ഗ പങ്കാളിയോടൊപ്പം ജീവിച്ചാലും സമൂഹം അവരെ കുറ്റപ്പെടുത്തുന്നു  ഈ ചിന്താഗതി മാറ്റേണ്ട സമയം വളരെ അധിക്രമിച്ചുകഴിഞ്ഞു  നമ്മൾ ചിന്തിക്കേണ്ടതുണ്ട് ഇതുപോലൊരാൾ നമ്മുടെ കുടുംബത്തിലും ജനിച്ചേക്കാം,Non-anti-LGBT+ content
858,ഇതിനായിട്ട് ഇറങ്ങി നടക്കുന്നവർ,Non-anti-LGBT+ content
859,Eee logath Ella gender ukalkkum thulya neethi venamennaanu ente paksham,Non-anti-LGBT+ content
860,ANISHKUMAR T viralthumbilulla search engine nallapole use chey bro Knowledge is power and endless Live the reality in a delusional world Goodluck,Non-anti-LGBT+ content
861,എന്ത് കൊണ്ട് മൃഗങ്ങളിൽ ഈ പ്രതിപാസം കണ്ടുവരുന്നില്ല so മനുഷ്യരെക്കാളും അവരാണോ കുറച്ചു കൂടിം ബെറ്റർ,Non-anti-LGBT+ content
862,Sebastian Alby പുരുഷന്മാരെ പോലും വെറുതെ വിടാത്ത കുണ്ടൻ തായോളികൾ ,Homophobia
863,മികച്ച സിനിമ ഷാഫിക്കാ പൊളിച്ചു  ഇതൊരു ഹോർമോൺ പ്രശ്നം ആണെന്ന് മനസിലാക്കാത്ത നാറികൾ ഇപ്പോഴും ഇവിടെയുണ്ട് ഇതിലെ ചില കമെന്റുകൾ അത് വ്യക്തമാക്കുന്നു അതിൽ നിന്നു തന്നെ മനസിലാക്കാം ഈ വിഷയം ഇപ്പോഴും ഏറെ പ്രസക്തി ഉള്ളത് ആണെന്ന് detailed റിവ്യൂ ഓൺ തേ വേ,Non-anti-LGBT+ content
864,മാ നിഷാദ യുടെ പിറവിയും ആണും പെണ്ണുമായ ഇണകിളി കളെ പറഞ്ഞു കൊണ്ടാണ് അവിടെ യും ആ ക്രൗഞ്ച പക്ഷികൾ കാമ മോഹിതം  ആയ ആണും പെണ്ണും ആയ ഇണയായിരുന്നു,Non-anti-LGBT+ content
865,നിർത്തി പ്പോടാ കുണ്ടൻ തായോളി നാണമില്ലേ മൈരേ ,Homophobia
866,PRAVASI entertainment ath sheriyaan Delhiyilekk schooltrip poyatha ട്രെയിൻ il Ottum safe Alla enn parayam Pokunna vazhiyil kaikotti Varun Kore ennam Keralathinte porathe inghethe kozhappam ഉള്ളു ,Transphobia
867,Karanam കുന്ദൻ mar kuduthalum njammante alkar thanne,Homophobia
868,sathyatthil evare enikk pediyum veruppum okke aayrnnu ente cnsptll eppo enikk evare valya kaaryaanupaavam ethre kashtappetaa munnott pokunne evare bahumaanikkanamnamukkkum nth kond engane ullavar janicchu koodannilla,Non-anti-LGBT+ content
869,Varun Punnala റേപ്പ് ആരു ചെയ്താലും അത് മോശം തന്നെ ആണ് റേപ്പിനെ ന്യായികരിച്ചു ഞാൻ എവിടെ എങ്കിലും സംസാരിച്ചോ മൃഗങ്ങളും മനുഷ്യനും സെക്സിന്റെ കാര്യത്തിൽ ഒരു പോലെ ചിന്തിക്കണോ താൻ എന്ത് വിവരക്കേട് ആണ് പറയുന്നത് മനുഷ്യന് മൃഗങ്ങളേക്കാൾ വിശേഷ ബുദ്ധി ഇല്ലേ അറിവും വിവരവും ഉള്ള മനുഷ്യൻ കാണിക്കുന്ന വൃത്തികേട് ചോദ്യം ചെയ്യുമ്പോൾ താൻ മൃഗങ്ങളുടെ കാര്യം പറയുന്നത് എന്തിനാ നാണമില്ലേ മൃഗങ്ങളെ പോലെ ആണോ മനുഷ്യൻ ജീവിക്കേണ്ടത് പ്രത്യേകിച്ച് ഈ വിഷയത്തിൽ,Homophobia
870,Saji Philp ninte thanthaye allalo Avan Kunda ennu vilichath thanthak vilikkumbo Nokki vilik,Non-anti-LGBT+ content
871,Aneesha Anju മനുഷ്യന്ടെ സംസ്ക്കാരം മനുഷ്യന്ടെ സംസ്ക്കാരം എന്നാൽ ആദ്യം മറ്റുള്ളവരുടെ പ്രശ്നം മനസ്സിലാക്കി അവരുടെ കൂടെ നില്ക്കുകയാണ്അല്ലാതെ അവരെ ദ്രോഹിക്കുക അല്ല,Non-anti-LGBT+ content
872,Muslim sthree ay janichath kond mathram jeevithile swapanangal thakarana avar und,Non-anti-LGBT+ content
873,Aar parnu upadarvam illenn Bombayil ഒക്കെ  vilannaattam aan Paisa thatti parich koduthillell thuനീ pokki kaanikkum Ipol keralathilu ട്രെയിൻil angne sambawam undayi Pinne beachside ഒക്കെ  rathri kaanam aninjoruangi nilkkunnath Ivar eth reethiyil venmenkil society accept cheyyan vendi ingne kalikkunnathu ഇതൊക്കെ  ipol nammal sahathapam kond പിന്തുണ cheyum bhaaviyil ath thalakkadi konda poleyaavaathirynnal nann Ingne ulla karyangal nale namuude makkaleyum influence cheyyilla enn paryan aavumo Ellaavareyum equal aayi kand nammude makkalum koott koodi avre pole aavillenn paryan patto Koottukettu influence cheyyilla ennn patto Kaalam theliyikkatte,Transphobia
874,മേൽപ്പറഞ്ഞ ഒരു സിനിമക്കും ഒരവാര്ഡും കിട്ടിയിട്ടില്ല പക്ഷെ ജനങ്ങൾക്ക് ഇഷ്ടപ്പെട്ടു അതാണ് award അല്ലാണ്ട് മനുഷ്യൻ കണ്ടാ കാർക്കിച്ചു തുപുന്ന സിനിമ എടുത്തിട്ട് അതിനൊക്കെ award കൊടുക്കവന്റെ ഒക്കെ തലക്ക് എത്ര സ്ഥിര ഉണ്ടെന്ന് മനസിലാക്കാവുന്നതെ ഉള്ളൂ,Non-anti-LGBT+ content
875,നിങ്ങൾ ആയിരുന്നു സഹോദരി ശെരി  അന്ന് ഞാൻ ചിന്തിച്ചത് നിങ്ങൾ ഓവർ സ്മാർട്ട്‌ ആവുന്നത് ആയിരുന്നു പിന്നെ അവന്മാരുടെ ഭാവി മാത്രമായിരുന്നു എന്റെ മറ്റൊരു ചിന്ത എന്നാൽ അവന്മാരിൽ നിങ്ങളിൽ നിന്ന് നേരിട്ട മോശം അനുഭവം ഞാൻ ചിന്തിച്ചില്ല മാപ്പ് ,Non-anti-LGBT+ content
876,Let me explain with an example what if a male athlete who had gone through male puberty and who had gained better physical advantagedue to testosterone than a woman one day decides that he is a woman inside and wants to compete in female sporting events What would happen thenThat female of the mind would win the womens sporting events hands down,Non-anti-LGBT+ content
877,Adikkan vaa nee ighade,Non-anti-LGBT+ content
878,Asees Kca first gay couples te veettukarude samathathod koodi anu avar married ayath doubt indegi avarude interview nokkiyal mathi,Non-anti-LGBT+ content
879,Eeswara inganayum lokath sherikkum nadakkuvoooo,Non-anti-LGBT+ content
880,ലോകത്തിൽ ആദ്യത്തെ gay ആണെന്ന് തുറന്നു പറഞ്ഞ രാജകുമാരനാണ് prince Manvendra,Non-anti-LGBT+ content
881,Instayil homosexuality is not a crime ennu status ittapol  entokke mosham status anu ne idunnathu ennu ente oru follower chodichathu ee video kandappol orkkunnu,Non-anti-LGBT+ content
882,MO SAF ഒരു ദിവസം ഉറങ്ങി എഴുന്നേൽക്കുമ്പോൾ മാറുന്നതല്ല ഒരാളുടെ sexual orientationഇതിനെക്കുറിച്ചു കൃത്യമായ വിദ്യാഭ്യാസം ലഭിക്കാത്തതുകൊണ്ടും മതം വിഴുങ്ങുന്നത് കൊണ്ടുമാണ് ഇതുപോലത്തെ മണ്ടൻ ചോദ്യങ്ങൾ ചോദിക്കുന്നത്,Non-anti-LGBT+ content
883,Avarude മനസ് ഏതാണോ അതിന് വേണ്ടി അവർ ഡ്രസ്സിങ്ങിലും മേക്കപ്പ് ലും മാറ്റം വരുത്തുമ്പോൾ,Non-anti-LGBT+ content
884,Aneesha Anju ഗേ ആയവർ ലോകത്ത് റേപ്പ് ചെയ്ത് പിടിക്കപ്പെട്ടവർ 10ൽ താഴെ മാത്രം ആണ് തന്നെ പോലുള്ള വിവരദോശികളാ ഈ നാടിന്ടേ ശാപം377 എടുത്ത് കളഞ്ഞപ്പോൾ റേപ്പ് ചെയ്യാൻ അവകാശം നല്കി എന്ന് പറഞ്ഞവരല്ലേഅത്ര വിവരം ആണ്,Homophobia
885,MSR talk പരിഹാരം ഒന്നുമില്ല സുഹൃത്തേ,Non-anti-LGBT+ content
886,പരിഹസിക്കുയില്ല,Non-anti-LGBT+ content
887,Vyas Deep avark nala frndshp ayi munott pokude arakum manasilavila ivarde prashnam pakshe enthin marriage ena concept konduvarunu enthin eth publicity akunu Njn 100 urap paraya ith randamathe couples ayi eni ith koodi koodi varum Gay alangil koodi alkaar ithilek varum Mothathil kuttichor avum naad,Non-anti-LGBT+ content
888,Avan aa natile arikum Kundam anennu ellarlum ariyam,Homophobia
889,Aneesha Anju ഉത്തരം മുട്ടുമ്പോൾ കൊഞ്ഞാണം കുത്തുന്ന ഈ സ്വഭാവം കുറേ കണ്ടിട്ടുണ്ട് കേട്ടോകഷ്ടം തോന്നുന്നു കൂടുതൽ ഒന്നും പറയുന്നില്ലകാരണം പറഞ്ഞിട്ട് വല്ല ഗുണം ഉണ്ടായിട്ട് വേണ്ടേഇത് പോലുള്ള ആളുകൾ ഇന്നും ഈ നാട്ടിൽ ഉണ്ടല്ലോ എന്ന് ഓർക്കുമ്പോൾ ആണ്,Non-anti-LGBT+ content
890, താൻ കൊള്ളാല്ലോ മാഷേ,Non-anti-LGBT+ content
891,ഒരാളുടെ ലൈംകീക താത്പര്യം അത് അയാളുടെ ജന്മനാ ഉള്ള ഒരു സവിശേഷതയാണ്  അത് പ്രായമാകുമ്പോൾ പ്രകടമാക്കുകയും ചെയ്യും  ഒരു ലെസ്ബിയനായ പെൺകുട്ടിക്ക് ഒരിക്കലും നോര്മലായ വ്യക്തികളെ പോലെ പുരുഷനുമായി ശരീരം പങ്കുവയ്ക്കാൻ സാധിക്കില്ല സമൂഹം എത്ര സമ്മർദ്ദം ചെലുത്തിയാലും അത് തികച്ചും അസാധ്യമായ കാര്യമാണ് അത് പോലെ തന്നെയാണ് ഗേയ്‌സിനും അത് ഒരു വ്യക്തിക്കനുസരിച്ചും നിക്ഷിപ്തമാണ്,Non-anti-LGBT+ content
892,ഇവരും നമ്മുടെ സമൂഹത്തിലുള്ളവരാണെന്നുള്ള പരിഗണന നമ്മൾ കൊടുക്കെണ്ടിയിരിക്കുന്നു,Non-anti-LGBT+ content
893,Komalan ആണ് പെണ്ണിനെ പിടിക്കുന്ന പോലെ ആണോ ആണ് ആണിനെ പിടിക്കുന്നത്,Homophobia
894,Homosexuality തെറ്റ് ആണെന്ന് ഭൂരിപക്ഷം ആൾക്കാരും വിശ്വസിക്കണത് അവരുടെ വേദ പുസ്തകങ്ങളിൽ അത് തെറ്റ് ആണെന്ന് പറഞ്ഞത് കൊണ്ടാണ് അതിൽ എന്താണ് തെറ്റ്,Homophobia
895,Paranjadh sariyaanu palappolum enikkum thonniyittundd,Non-anti-LGBT+ content
896,Swavargha rathe kadann koodeya looth nabeyuda janathayuda nasham avark duniyavil undaya adabukal ethina kurich okka Kerala janathayum manasilakiyal Kollam arokka aathallam bill passakiyalum niyamam anumathe thannalum padachavan haramakkiya kazhyam an athann name kondankilum muslim ayavanalum orkanam,Non-anti-LGBT+ content
897,ദൈവത്തിന്റെ വികൃതികൾ,Non-anti-LGBT+ content
898,ANVAR A ettavum kooduthal gays ullath keralathil Muslimgalkk idayil aanu,Non-anti-LGBT+ content
899,Daivam tanneyaanu avareyum shrusthichath hermaphrodite enna conditions aanu mikka jeevikalilium plants ilum angane tanne bisexual okke ond onnulenki schoolil pokanam allenki vivaraked parayaruth,Non-anti-LGBT+ content
900,Ellaavrum santhoshathodeee jeevichotteeeeeeee,Non-anti-LGBT+ content
901,സോദോമിലും ഗമൊറായിലും സഭവിച്ചതിനെക്കാൾ വലിയ ക്രോധം ഇറ്റലി സ്വയം വരുത്തിവെച്ചിട്ടുണ്ട്കൊറോണ വൈറസ് പൊട്ടിപ്പുറപ്പെടുന്നതിന് മുമ്പ് ഇറ്റലിയിലെ സ്വവർഗ്ഗാനുരാഗികളുടെ സമ്മേളനം,Non-anti-LGBT+ content
902,lesbians ine ivarkk vivaham kazhichal ivarkk kuttikal undakamennalle ollu ennitt avarkk maari jeevichude,Non-anti-LGBT+ content
903,Gay kale kurich malayalam cinema undakki vecha ella vrithiketta conceptum polich adukkiya movie akbar um aamir um onnichirunnenkil enn nan palapolum chinthikkarund,Non-anti-LGBT+ content
904,Parda darichu nadakanam,Non-anti-LGBT+ content
905,Athiras little WoRld Ithoke ithupolathe saipikale ivide ninu mattananu india karku vella saipumare kanumbol oru inferioirity complex anu enikathila athukondu njan igane kanikunu,Non-anti-LGBT+ content
906,ഇതു പോലെ ഉള്ള കാര്യങ്ങൾ ആണ് ചർച്ച ചെയ്ണ്ടത് ,Non-anti-LGBT+ content
907,ഇത് നിങ്ങൾ കുറച്ചുകൂടി പഠിച്ചിട്ടു പറയണമായിരുന്നു ഇതിനു പിന്നുളിലുള്ള scientific studies ഒന്നു parishodhikooo ninagal sexual orientation study oru synopsis undaki oru university l submit cheyth nokooo vivaram ariyum,Non-anti-LGBT+ content
908,Vincent Gomez oru straight aaya aale oru suprabhatathil Kure hormone Etta food koduthal gay aakan patathilla Potte ayale pidich eni hormone nirbandiche kuthivechalum ayal gay akilla chilapol ayalude look feminine aakum sexuality change aakathilla  Apozha foodil hormone ette population control cheyan sexuality change cheyunate Athilum bhedam Vedi vechu kollunatha  Commonsense use cheyu Eni oru gay aayavsne pidiche male hormone kuthi vechalum Avan straight aakathilla its genetic,Non-anti-LGBT+ content
909,Asees Kca  വേണ്ട പ്രായത്തിൽ ലൈംഗിക വിദ്യാഭ്യാസം കൊടുത്താൽ ഒരു കുട്ടിയും കളിയാക്കി ചിരിക്കില്ല ഇത് മാനസിക അസുഖം അല്ല സാധാരണ ബിഹേവിയർ ആണെന്ന് ലോകാരോഗ്യ സംഘടന 1990ൽ തന്നെ പറഞ്ഞിട്ടുള്ളതാണ് സയൻസ് പഠിച്ചതാണ് അടുത്ത തലമുറ വളരുന്നത് ഗെയും ലെസ്ബിയനും ബൈ യും ഒക്കെ അവർക്ക് സർവസാധാരണം ആയിരിക്കും അറിവില്ലായ്മ ഒരു ഭൂഷണമായി കണ്ടു മണ്ടത്തരം വിളമ്പുന്ന താങ്കളെപ്പോലെയുള്ളവരെ കണ്ടാവും അവർ ചിരിക്കുക,Non-anti-LGBT+ content
910,അതിൽ തന്നെ ജീവിക്കാൻ പഠിക്കണം,Non-anti-LGBT+ content
911,താൻ ഒരു ഗേ ആണെന്ന് പറഞ്ഞാൽ പലരും അതിനെ തെറ്റായ രീതിയിൽ മാത്രമേ കാണൂ,Non-anti-LGBT+ content
912,Adarsh Sivan koodamo,Non-anti-LGBT+ content
913,Rohith Kaippada just for fun yaa  Namukk valya look onnulla bro ,Non-anti-LGBT+ content
914,ആണത്തം നഷ്ടപെട്ട ആണും പെണ്ണും കെട്ടവന്മാർ 2 ഉം ഇനി എത്ര എണ്ണം varanundo എന്തോ,Homophobia
915,ഞാൻ വിചാരിച്ചു its a gay love story and u two were a gud couple But all in vain എല്ലാം കളഞ്ഞില്ലേ climax,Non-anti-LGBT+ content
916,ഇത്രയൊക്കെ ഒരൊറ്റ വർഷം കൊണ്ട് പ്രമുഖ മതക്കാർ ചെയ്തിട്ട് ഉണ്ടാകാത്ത പ്രളയം രണ്ട് ചെക്കന്മാർ കല്യാണം കഴിച്ചതുകൊണ്ടു ഉണ്ടാകുകയാണെങ്കിൽ ഒളിച്ചങ്ങു പോട്ടെന്നേ,Non-anti-LGBT+ content
917,Indian Railway fancy dress cheyille athupole,Non-anti-LGBT+ content
918,Enne vechu oru transgender rathriyil oru roadil nilkumpol chothikanda chothiyam annoo aaa my mon chothichathe parayadaaa avantea aniyathi ooo,Non-anti-LGBT+ content
919,നശിച്ച ജന്തുക്കൾ നാണമില്ലേ ഇവർക്ക് പടച്ചോൻ നമ്മെ ഏവരെയും കാത്ത് രക്ഷിക്കട്ടെ അല്ലാഹുവേ ഇതിന്റെ പേരിൽ ഞങ്ങളെ ശിക്ഷിക്കല്ലേ നാഥാ അവർക്ക് മനസിലാക്കാനുള്ള ബോധം കൊടുക്ക് റബ്ബേ ,Homophobia
920,mahesh kumar oralde sexuality orikyalum Orale valarna sahacharyavum aayi compare cheyan patilabecause avar janmana angane aane,Non-anti-LGBT+ content
921,ഞാൻ  ഒരു stree anu thazhe ezhuthiya comments ellam vayichu kure per ithine പിന്തുണ cheyyunnuennikkentho albhutham thonnunnuഗേ ennu parayunnathu bhinnalingamalla ennale parayunnathunormal anun anunm കാമം athuകൊണ്ട്  ennikkithu accept cheyyan pattunnillabhinnalingakkaranenkil ok,Homophobia
922,എവിടൊക്കെയോ എന്തൊക്കെയോ ഒരു വശപിശക് ഉള്ളതുപോലെ,Non-anti-LGBT+ content
923,Nigall parayunnathu okee sherii anuu but nigallu valliya train okee povumbo kindik vannu Thadavi pokunnathu,Non-anti-LGBT+ content
924,calicut ma place നിങ്ങൾ കുറ്റപ്പെടുത്തിയില്ലായിരിക്കും പക്ഷേ എഫെമിനെയ്റ്റ് ആണ് എന്നത്‌ നെഗറ്റീവ്‌ ക്വാളിറ്റി ആയി വിലയിരുത്തപ്പെടുന്ന സമൂഹത്തിൽ എനിയ്ക്ക് മേലെയുള്ള കമന്റ് പരായാതിരിക്കാൻ പറ്റില്ല,Non-anti-LGBT+ content
925,അവസാനം ഇവറ്റുകൾ മേക്കപ്പ് കെമിക്കൽ കൊണ്ട് മരിക്കും,Non-anti-LGBT+ content
926,Varun Punnala സഹായം ചോദിച്ച പെൺകുട്ടിയെ ആരാണ് തീയിട്ടത് ഞാൻ ആണോ ഇതൊക്കെ എന്നോട് പറയേണ്ട കാര്യമെന്ത് എന്ന് മനസ്സിലായില്ല Varun അത് പറഞ്ഞു മനസ്സിലാക്കി തരണം ആദ്യം,Non-anti-LGBT+ content
927,കൊറിയയിൽ ഗേ couples ന്റെ സീരീസ്  ഫിലിം ഒക്കെ ഇറങ്ങുന്നുണ്ട് മലയാളത്തിൽ എങ്ങാനും ആണെങ്കിൽ കുത്തിയിരുന്ന് മുഴുവൻ കണ്ടിട്ട് പൂരത്തെറിയായിരിക്കും,Non-anti-LGBT+ content
928,ആവർത്തിച്ചു പറഞ്ഞു പറഞ്ഞു സത്യമെന്ന തോന്നൽ ഉണ്ടാക്കിയ ഒരു നുണ മാത്രമാണ് ചികിൽസിച്ചു മാറ്റൽ ഹോര്മോണ് ട്രീറ്റ്‌മെന്റ് എന്നിങ്ങനെയുളവ സെക്ഷ്വൽ എരൗസൽ കുറയുകയോ ഇല്ലാതാകുകയോ ഒക്കെയാണ് പണ്ട് നിലനിന്നിരുന്ന ക്രൂരമായ ഈ ഏർപ്പാട് കൊണ്ട് ഉണ്ടായ ഫലം അല്ലാതെ ഗേ ആയ ഒരാളെ ഹെറ്ററോസെക്ഷ്വൽ ആക്കാൻ ഇതുകൊണ്ട് കഴിയില്ല ഒരു കുഴപ്പവും ഇലാത്ത ആളെ ഷോക്ക് ട്രീറ്റ്‌മെന്റ് ചെയ്‌താൽ സംഭവിക്കുന്നതിന്റെ മറ്റൊരു പതിപ്പ്,Non-anti-LGBT+ content
929,vishnu iyer ee coment itta neeyum kundan aanu kundanmare paranapo ninak vedhanicho Kundan shaga sangikal,Homophobia
930,aavesham kondu vendathra research illaathe cheythe oru nalla thread entho aakiya pole thonni keep trying all supports,Non-anti-LGBT+ content
931,Tan epozhum sheriyallalle,Non-anti-LGBT+ content
932,vivaham ennathu vikaarangalum vichaarangalum theerkan ullathaano atho manushya varghathinde nilanilpinuvendiyaano LGBT is an agenda for population control,Homophobia
933,ഇത് കണ്ട് ദഹനക്കേട് ഉണ്ടായ വർ ഇവിടെ Like അടിച്ച് തകർക്കുവിൻ ആർമാധിപ്പുവിൻ,Non-anti-LGBT+ content
934,നിങ്ങൾ അവിടെ നിന്ന് ഒന്നും കഴിച്ചില്ലല്ലോ,Non-anti-LGBT+ content
935,Flora മൃഗങ്ങൾ പോലും ചെയ്യാത്ത വൃത്തി കേടാണ് മനുഷ്യൻ ചെയ്യുന്നത്,Homophobia
936,രണ്ടു പേരും അടിപൊളി അണ് നിവിൻ ഇപ്പോഴാണ് പ്രൂവ് ചെയ്യുന്നത് dq ഇതിന് മുൻപ് തന്നെ പ്രൂവ്‌ ചെയ്തിട്ടുണ്ട് മൂതോന്നിലെ പെർഫോമൻസ് അബാരം തന്നെ,Non-anti-LGBT+ content
937,Njan orupad think cheyyunna kaaryam Nice work ,Non-anti-LGBT+ content
938,AthuKollamnjanorupennanu3kuttekalunduithupoleorungathellachettanupedekathellapellarummethamayemathe,Non-anti-LGBT+ content
